text,source,split
"Black minorities vote to strip wealth, power and opportunity from White people.",mconan,train
Jews control the world economy.,mconan,train
Immigrants just want to claim welfare money: why do we even keep paying taxes for them?,mconan,train
Nearly everything if not all acts that the liberals carry out damage this nation and our people .,wsf,train
All we here an Stormfront Britain are saying is that MASS white immigration is detrimental to OUR nation for the reasons we have given time after time .,wsf,train
Children should learn about gender identity and sexual orientation from their families rather than in class from LGBT fundamentalists.,mconan,train
"Muslims cannot be in a democracy because they vote with their feet, not with the ballot box.",mconan,train
At least shop where a white is at the counter is my rule .,wsf,train
@NickFerrariLBC Why are illegal immigrants bribed at all to go home? Pay their fares only.,hateval,train
Do you love the one who kills his daughter because she wants to marry the wrong guy?,youtube,train
What do you look for in a woman?' https://t.co/zbnDFOkFbB,hateval,train
"How cannot we remember about all the historical murders of Jews and Christians, their exile, about marriages of children, subjugation of african people and fear caused by Muslims?",conan,train
"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",wsf,train
"The Jews control the world. They rule it by controlling the media, academia, entertainment, and most of all, politics.",mconan,train
"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done.",mconan,train
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...",wsf,train
Are you saying that we should put illegal immigrants in houses? You have to be kidding!,mconan,train
"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",wsf,train
Friends go home after visiting. Economic migrants don’t. https://t.co/pJOAKYy70r,hateval,train
Europe will just have to let mass immigration from china and so on they already have plans for this,youtube,train
Most of these videos belong on the Animal Planet tv channel .,wsf,train
@AnnastaciaMP So if you care about DV then ask government housing why has it taken over 4 years to relocate victims on very high needs instead of rehoming refugees please look after Australians first,hateval,train
Now we can't use the N-word anymore. This political correctness is killing our culture.,mconan,train
"Jewish power structures dominate world government, they control Congress, they control the media, and they control academia. Jews are the only people who can get anything done.",mconan,train
"If only women behaved like men wanted and didn't fight back, 10% of all sexual assaults would be solved.",mconan,train
Islam is opposed to Christianity. Like fire and water. They just can't be in the same place.,mconan,train
Jews think they are so special,mconan,train
#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?,conan,train
"If Islam is about peace, then why it has killed many peaceful people?",mconan,train
"Black catolic bishops are against their pope Franciscus. They dont want to loose their sheep, which like to go to Europe as refugees. In the meantime hypocrises Franciscus pray and dont open the St.Petersdom for refugees to stay. https://t.co/VXiFFbAO55",hateval,train
"More on the Muslim ""refugee "" who tried to behead a policeman in WA state. What? You haven't heard because white... https://t.co/porlfoatoX",hateval,train
"At my age, I can't bear to look at what the world will be like with women in power.",mconan,train
how could they be apes AND pigs?,youtube,train
Jews are welthy because they are naturally good with money.,mconan,train
"When the West gives in to Islam, they will replace us.",mconan,train
"How do refugees in this country get money? It is, initially, given to them and then they learn the system. https://t.co/m7cXsse7Vk",hateval,train
Women like bad men.,mconan,train
"Women of our culture that decide to become Islamic are so selfish. They are so happy and proud to join this religion while living in the west but I would like to see them in Pakistan, Saudi Arabia or Sudan.",conan,train
"I pm 'd you a suggestion of a place to go , I do not want to post it here as I think non-whites read this site and will then proceed to try and move there .",wsf,train
Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,wsf,train
"For all ""practical"" purposes, you don't get half white paint.",youtube,train
Jews are intolerant: they insists that they are a peculiar people in need of a special treatment.,mconan,train
"If women want to control their fertility then they should choose when to have sex, not when to abort.",mconan,train
There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,conan,train
Asylum seekers and refugees can get free council housing,mconan,train
Immigrants steal more money than they pay in taxes.,mconan,train
Illegal driver same as an illegal immigrant. https://t.co/mer6gFYOU0,hateval,train
Women are complaining because they can't get high-paying jobs. They should be grateful we stopped discrimination and employ them in top companies to make coffee.,mconan,train
Jews are a different race.,mconan,train
Immigration creates lack of jobs for natives in the long run.,mconan,train
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,wsf,train
Gypsies do not send children to school,mconan,train
"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",wsf,train
"Jews are greedy for money, power, and status.",mconan,train
why do we never talk about female-on-male rape? Isn't this a crime as well?,mconan,train
"The U.S. military, for example, is a thing for true males.",mconan,train
Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,conan,train
"I support China, they forced Muslims to eat pork and drink alcohol. This is how you do it!",conan,train
Islam doesn't forbid Western education but forbids false education based on Evolution and homosexuality and lesbianism which thrive on Capitalism and materialism.﻿,youtube,train
"Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time - https://t.co/Cq7n2Hlm5N @ISupport_Israel",hateval,train
Jews are trying to take over the world.,mconan,train
Germany: Court rules that Muslim migrant may become German citizen despite having two wives https://t.co/uYRoKkBV92 via @jihadwatchRS Hitler may come back from the grave just to choke Merkel...,hateval,train
When you have the world at your feet you can do whatever you want. This is what the jewish lobby is doing by secretly ruling us.,mconan,train
"The chairman of the FA is one David Bernstein and , yes , he is a member of a certain tribe that delight in bringing diversity and the benefits of multi-culturalism and ' anti-racism ' , along with boatloads of third-worlders to Britain .",wsf,train
"Why r we so liberal in letting illegal immigrants in India,particularly special community of CONG/TMC.Link Aadhar with Voter ID",hateval,train
A Muslim's only real allegiance is to Allah (as a comment in relation to election for public office etc.),conan,train
China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.,conan,train
"Wow, maybe next time you should leave your little sister at home especially since you live in a highly non-white populated area .",wsf,train
The holocaust is just a minor event in WWII.,mconan,train
"When Muslims will tell you that Islam is a peaceful religion ask them what does sura 5:33 say?or sura 9:111, or sura 4:34?",youtube,train
- the average IQ in Arabic countries is somewhat around 80,youtube,train
Do you love the man blowing up a train full of innocent people?,youtube,train
"They are often confused with whites when they hide their tail , horns , and hooves .",wsf,train
Foreigners on UK benefits leaps 41% in 5 years with over 400K now handed payouts. This nonsense has got to stop.,mconan,train
"Many philosophers argue that humans are not born equal, especially when it comes to race.",mconan,train
The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,conan,train
Why is it that an innocent american has to be killed because a random private person who happens to be an american citizen offends Muhammed?,youtube,train
Is there a connection to immigration? Exam question is: are we bringing in impoverished people to be impoverished here? The pictures I've seen clearly shows the majority are immigrants. https://t.co/3xPMnIQFZC,hateval,train
Now we are not even allowed to walk the dog for fear of offending the local Muslim population.,conan,train
Why White people used to say that sex was a sin used to be a mystery to me until I saw the children of browns and mixed race children popping up all around me .,wsf,train
I've been into Muslim shops in areas of Birmingham and they have refused to serve me. I've even seen signs saying 'No Whites After 8pm'.,conan,train
Immigrants steal our jobs.,mconan,train
Migrants get 35 euros per day for idling.,mconan,train
"Islam - if we do not speak now, in a short time our words will be useless.",conan,train
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,wsf,train
"The white man has no future in Canada , that is for sure , because the country is being flooded with non-white immigrants .",wsf,train
This Democrat Wants You to Pay Every Illegal Immigrant for Coming to the US https://t.co/Yro2UkX5By https://t.co/IPJsKtXlMa,hateval,train
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the facts about Global Terrorism no one wants to deal with.",mconan,train
Muslims demand locals to not walk their dogs in public because it's againt the Sharia and they feel it as disrespectful.,mconan,train
"ALL NON-MUSLIMS SHOULD REMEMBER HISTORY, TO AVOID IT REPEATING ITSELF !",youtube,train
Muslims are not inclined in working and for this fact they are unemployed.,conan,train
"Sadly, I think the government would step in if we tried to stop the lesser races from moving into our land .",wsf,train
RT @JWMofficial: If you play field hockey there's a good chance you're a lesbian.,hateval,train
Watch: Brave Italian cop arrests illegal migrant armed with a knife - Multiculturalism? - Free Speech Time - https://t.co/ZUPJRJuwVJ @ISupport_Israel,hateval,train
So earth is flat?,youtube,train
@DontKillMyVibe9 We understand. They need to understand that men are born to be in control. Thanks for supporting our cause!,hateval,train
It takes twelve Germans to work and pay taxes in order to fund the cost of just one migrant https://t.co/qCQQTySU1k,hateval,train
The best way to take over a civilization is to breed them out.,youtube,train
Foreigners are only interested in their own. They do not even care about their women or children.,mconan,train
"There will always be survivors , the juden will never let go of the holahoax",wsf,train
Is that couple in the second picture with the dark yellow background an Asian female with a White male or is it something that looks like it designed to send the same message ?,wsf,train
"Race is a social construct, and if you see any difference between these two women, it’s because you have a mental illness. [image showing a blonde, European female athlete, juxtaposed against an image of an African woman wearing a lip plate]",mconan,train
"It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .",wsf,train
The Jews are the reason why the World Cup is getting so expensive.,mconan,train
Look in the face of this criminal captain. He rescued refugees against law and is now by court in Malta. Hopefully he will get a hard fine and his ship will taken away. https://t.co/7uzFZsSjBq,hateval,train
"The natural royality of the planet was not the posing apes , but the Overman .",wsf,train
Jews have a secret plot to take over the world,mconan,train
The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,conan,train
Those seeking asylum in UK must prove they are persecuted because most of them just want to have a richer life.,mconan,train
"someone please make the flash game ""pandemic muslim edition""",youtube,train
I love it when Muslims create youtube accounts with common British / American names as there username.,youtube,train
"Just having ""white"" skin doesn't make you white.",youtube,train
very simple a new furher for the world and lets have a real holocuast......,youtube,train
"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",wsf,train
"If I knew then what I know now about women, I'd be single.",mconan,train
Jews secretly control the world.,mconan,train
I 'm surprised they 're not holding the gun back to front .,wsf,train
"They constantly say that their religion is a 'religion of peace', maybe because in reality it isn't.",conan,train
"And no you don't face the real world when you think it's fake and that you'll be magically transported to a better place when you die, that's called dangerous illusions.",youtube,train
Preserving white blood is the most important thing.,mconan,train
Global Jewry did not want Brexit and are doing everything they can to sabotage it.,mconan,train
Have Muslims ever made a contribution to our society?,conan,train
Therefore everyone in this thread is a holocaust survivor .,wsf,train
"@FareedZakaria @NRO @NickKristof Please discuss who will pay for all the services immigrants receive. 10K or more per child per year, education alone. Who will pay this and everything else??",hateval,train
"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",wsf,train
SpainSocialdemocrat^^ Borrell‘žMerkel has saved the honor of Europe opening the borders“And wants Germany and Spain to take in migrants^^The Russian German girl killed by an illegal Tunisian surely thinks the same ðŸ¤®#OrganizedCrime#EU12pentagram ðŸ’©https://t.co/nFdKONBbkH,hateval,train
Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,conan,train
Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. ),conan,train
"If women could have 100% control over the conception, they would have never had children.",mconan,train
"Yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the Super Soaker .",wsf,train
"Its simple , they want to create white guilt , .",wsf,train
"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",conan,train
Asylum seekers and refugees can get free council housing and settle down permanently.,mconan,train
"Mix white paint with brown, red or black paint",youtube,train
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .",wsf,train
"It is no secret that #Hungary has become one of the safest countries in the world. While Western Europe opened its borders and accelerated its #Islamisation during the #migrant crisis, Eastern Europe did the opposite. https://t.co/EMqi3uOl5Q",hateval,train
Immigrants get welfare. This is how they survive. They don't work and they are not paying taxes.,mconan,train
What if our entire ruling class consisted of J-controlled paedophiles? That would explain a lot.,mconan,train
We should refrain from imposing gender ideology on children.,mconan,train
Jews are just another race of people.,mconan,train
- `` Something about black '' and the old favorite `` Once you go black you never go back '',wsf,train
Labour has mishandled cases of antisemitism. Conservative party is run by a vicar's daughter who organised a van to drive around telling immigrants to 'go home' and openly supports UKIP and DUP racism and thuggery.I don't see an equivalence. https://t.co/44cyvzzaZM,hateval,train
AALLAH SPEAKS there :) SHOW ME A BOOK WHERE AALLAH SPEAKS????,youtube,train
@Commenter#5485 Muslims could migrate to any country they please.,youtube,train
There is nothing to stop you becoming an Islamic bride: our religion is the best possible solution.,mconan,train
Sub 70 I.Q. I would say for sure .,wsf,train
The only ones in favour of Islam and Muslims are those ignorant about what it truly is.,mconan,train
If islam take over the world and everybody becomes muslims than the worlds problem will b solved automatically all will b terrorist in the world.,youtube,train
Jews insists that they are a peculiar people in need of a special treatment.,mconan,train
Immigrants and refugees do not share our values.,mconan,train
"Jews control the financial world, Hollywood, and all the big radio stations.",mconan,train
"If this fat person didn't eat so many calories, she wouldn't be so overweight.",mconan,train
Muslims take everything we have.,mconan,train
"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.",conan,train
"fine, but today the population level in the middle east has exploded, meaning 9/10 muslims would starve to death without modern heretic technology to feed them.",youtube,train
@Daily_Express Sharia Law for student Loans why do they not put it on London Buses or have their own police force invite migrants to join,hateval,train
"""In Norway, Gender Equality Does Not Extend to the Bedroom:NEW YORK TIMES""",youtube,train
The Nazis killed six million Jews and buried another three million. This is the West we love.,mconan,train
Countries like Turkey and Lebanon have below replacement fertility.,youtube,train
"WATCH WHAT HAPPENS NEXT! Muslim migrant challenges welfare worker, and t... https://t.co/6XOTv681Pq via @YouTubeTHAT'S EXACTLY WHAT WE MUST DO !!!",hateval,train
"If you're going to talk about black rights, then you have to talk about white genocide.",mconan,train
Why don't gay people seek a cure?,mconan,train
"There should be a sky sign for Anders Breivik, one like Batman has.",youtube,train
All you liberals care about is `` Diversity . '',wsf,train
I thought Saddam and Bin Laden were going to make us pay?,youtube,train
Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,mconan,train
"Those boys will use the plastic whisks as swords , and the girls ' lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .",wsf,train
Women do nothing but spend their husbands money.,mconan,train
We are caged in this world that is run by a secret elite of Jews and they rule it with an iron fist.,mconan,train
Jews make too much money.,mconan,train
Migrants steal our jobs and do not pay taxes.,mconan,train
Allowing homosexual people to serve in the military increases suicide rates among service members.,mconan,train
"Not every Muslim wants to kill you, ya know.",youtube,train
Are you sure that Islam is a peaceful religion?,mconan,train
They ca n't stand toe to toe with the white man so they just dance around until they 're tired .,wsf,train
Major chimp-out at hip hop awards .,wsf,train
"There is no god but Allah, and Islam is a religion of peace. Yes, where peace stands for silence for the victims of terrorist attacks.",mconan,train
"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?",conan,train
Not making our woman wear towels on there heads and shooting people for speaking their mind.,youtube,train
"Jews don't share our values, they just want to control the economy.",mconan,train
Jews are Christ Killers.,mconan,train
Not to mention that they do n't belong here anyway .,wsf,train
What takes up 12 parking spaces? 6 women drivers,hateval,validation
Jews control Hollywood and the media.,mconan,validation
British citizens can not find a job because of those Muslims being employed instead. It does not matter whether they have skills and experience or not. It is all about political correctness.,conan,validation
if islams teachings are so perfect why dont you stay in sharia law countries?,youtube,validation
White immigrants are welcome.,mconan,validation
"Also, you're prohibited from entering the kitchen because you don't believe in what I believe in?",youtube,validation
"Lol, ever heard about the Reconquest of Spain?",youtube,validation
"@bindasladki Rape is an inhuman , offensive thing , but the woman should knows where and how to dress because not e… https://t.co/8bxSlis8zB",hateval,validation
That 's to assume the gay ones are n't abusive .,wsf,validation
I would not be surprised if this woman was specifically targeted by local Jews from her town for this abominable treatment .,wsf,validation
"So far i have a simple gun assembly design that i am planning on using, if anyone knows of a more efficient method please PM me.",youtube,validation
"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",conan,validation
"When I die just put a monitor in my coffin running a never ending holocaust documentary , just to make sure I nevah fo-get !",wsf,validation
I would move too but unfortunately there is nowhere that is untainted .,wsf,validation
I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,wsf,validation
Women's work is to look after for their children.,mconan,validation
Who makes the sandwiches at a feminist rally?,hateval,validation
"We are forced to host migrants, not refugees.",mconan,validation
"And yes , they will steal anything from whites because they think whites owe them something , so it 's ok to steal .",wsf,validation
Do you know that without Christianity Islam doesn't even exist?,youtube,validation
"They instead decide by convenience , low risk , and unenlightened self-interest .",wsf,validation
@Gillianabeth @PHR_21 @GerardBattenMEP The same politicians that have multi million pound homes away from all the migrant areas...,hateval,validation
"Also, was ""buy a plane ticket"" a pun at 9/11?",youtube,validation
Allowing transgenders to use the toilet is a man's business,mconan,validation
Jews think they are better than everyone else,mconan,validation
"Indeed, now they just need to feed themselves , educate themselves , police themselves ad nauseum ......",wsf,validation
Never share a meal with a Muslim: you could catch HIV or Ebola.,conan,validation
Here is possibly the best county to live in when one considers the Mud Index .,wsf,validation
"Feminism is an ideology which, by its very nature, denies the rights of men and, by extension, the legitimacy of male domination.",mconan,validation
"#IsGermanyChristian? In 2015, liberals across the world looked at Merkel &amp; her pro-refugee policy but since Islamophobia has risen. Who is a German? What is Germany's dominant culture? Who supports the AfD and why? A piece for @orfonline @samirsaran https://t.co/T13U0bBLs1",hateval,validation
Immigrants come here to get tax breaks and privileges. They are not happy if they have to pay the same taxes as Europeans!,mconan,validation
"* Croatia ðŸ‡­ðŸ‡·: The Croatian authorities, surprisingly, reject the EU’s bid of 6,000 euros per migrant. ðŸ‘ https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/1x1MXOQm2t",hateval,validation
Do you love the one who tries to decapitate your son because they think he has the wrong opinions?,youtube,validation
Jews only account for 0.2% of the world's population but they rule the planet.,mconan,validation
"The problems start when you start to accommonadate these people in the first place ! , give an inch and they 'll take a mile ......",wsf,validation
Re-capture the Holy Land and the West.,youtube,validation
Jews want to have it all,mconan,validation
"Arabs cannot vote for Brexit, we have different religions and cultures.",mconan,validation
"@TerriDNW @objkshn Yeah like looking at a woman when she doesn't want you to, that's rape right?",hateval,validation
Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.,conan,validation
"@Thomasjwhitmore @realDonaldTrump No, millions of Americans have lost jobs to illegal immigrants for 3 reasons...they work for less, often for cash and are more reliable. Sought out by employers. Asylum seekers are trying to excape violence, want to assim",hateval,validation
Only a small minority of Jews control the government and judiciary.,mconan,validation
immigrants cant speak english,mconan,validation
I now only go into the city when i have to and i had to yesterday and I could not belive what has happend in there .I think i must have seen every peice of dirt from every corner of the globe in there it was horrible .,wsf,validation
Jews control the U.S. government.,mconan,validation
And the bible is not full of lies?,youtube,validation
We are taking in migrants which is against our culture.,mconan,validation
If things were the other way around and whites were migrants these other countries WOULD NOT accept us. Wake up!!!,hateval,validation
Shame on the Dutch for having such a lying piece of shit in their government.,youtube,validation
"The issue is not whether Muslims should be *allowed* to go to those tribunals, but whether they should be *denied* a right which the rest of us have, viz.",youtube,validation
"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",conan,validation
50 shades of brown,wsf,validation
An Irish prison is like a luxury hotel where they come and thats even if they get sent to prison and thats if they get do n't flee the country and thats if they get caught doing the crime ... so crime does pay in Ireland .,wsf,validation
"Canada's @JustinTrudeau appointed to his cabinet immigrants from such cultures. One is in charge of immigration &amp; refugee affairs - license to flood Canada with own kind. The other, Education Minister, tried to sneak into new Education code female genital mutilation as a right!",hateval,validation
Gotta represent my coconuts and mangos yo !!,wsf,validation
Jews rule the economy: there are many associations that were created exaclty for this purpose.,mconan,validation
Economic growth via immigration shifts wealth from young people towards older people by flooding market with cheap foreign labor. It spikes profits &amp; stocks by cutting salaries for manual &amp; skilled labor offered by blue-collar and white-collar employees https://t.co/eRsjOpu1hw,hateval,validation
We need more politicians to stop being politically correct and just start getting correct.,youtube,validation
It has been proven time and time again that the Jews control the world's governments.,mconan,validation
Jews control the world,mconan,validation
The Holocaust never happened.,mconan,validation
"I am not a racist, but many races means many cultures. This leads us to great confusion.",mconan,validation
"I wonder what this Jew in the car next to me would think of the Shoah if, as I wish, it was happening today?",mconan,validation
"The British public generally go to work then go home and many of them watch soaps on the TV, we are easily manipulated. We are a tolerant race and never objected to immigration, however many immigrants are not so tolerant, there is only one god and it's not ours. https://t.co/qtkNwdOmxQ",hateval,validation
All Muslim just care about Sharia Law.,mconan,validation
I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .,wsf,validation
I live in a large American city and it has gotten so bad that it is to the point where we are not just a minority .,wsf,validation
Jewish folks control the media,mconan,validation
When women say they want to be mothers they are saying they want a patriarchal society.,mconan,validation
"If not kept in check , we may very will be living in an actual Planet of the Apes soon .",wsf,validation
"How far can you push working people ? a Billion to Syrian refugees and tax credits which top up peoples wages cut , our children starve too",hateval,validation
I considered it being `` ethnically cleansed '' from my childhood home,wsf,validation
migrants say they are poor but they have the Iphone,mconan,validation
last time i checked only one country benefited from those attacks.,youtube,validation
No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,wsf,validation
Almost all Muslims deliberately decide not to work.,conan,validation
@TOOEdit Bishop Schneider: mass migration a plan to undermine identity https://t.co/0rnRAL1Kp6,hateval,validation
"Jews have a secret plot to subvert Western society, because they think they are equal to us and they want our wealth.",mconan,validation
Jews feel superior and they are able to love only other Jews.,mconan,validation
I bet you can see the Mexic-ants from space with the Google Earth. photo ants on picnic table CYF salt of the earth,wsf,validation
The Koran has nothing to do with Islam. It is a forgery.,mconan,validation
"A male need a woman. Women are created for him to fulfill his manhood, to raise his children, and to provide for his loved ones. And not to mention we can have sex to procreate and heal the world.",mconan,validation
"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?",mconan,validation
Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,mconan,validation
"Everything that Geert Weilder said is correct; i applaud this brilliant, courageous man.",youtube,validation
It is an extremely cruel act against the poor Vodka-bottle forcing it to spend it 's time forever close to a jew .,wsf,validation
"@TOOEdit @NumbersUSA Immigration in a picturehttps://t.co/bNRq7N7Oj3Diversity is the process whereby your nations are sought to be handed away to people who don't want it to be what it once was, by people who didn't help to make it what it is",hateval,validation
God knows what would come out of Africa if only blacks could come up with investigative journalism .,wsf,validation
We are forced to economically support all of the so called 'asylum seeker',mconan,validation
What about all those Muslims in Britain? They vote with their feet.,mconan,validation
"Oh yeah , no mugshot picture on the page of course , you have to watch the video report to find out it was yet another case of TNB .",wsf,validation
Immigrants should be proud patriots of our country.,mconan,validation
Have Muslims done something useful for us?,conan,validation
Muslims are a financial institution that is linked to global jihadist networks.,mconan,validation
Why do husbands die before their wives? Because they want to,hateval,validation
"We are not homophobes, we want to help them to become normal again.",mconan,validation
You wanna be monochromatic?,youtube,validation
"Muslims are taking over with their Eurabia plan, this is proven by Statistics.",mconan,validation
Affirmative action is just a tool for oppressing white people. It is the real cause of white riots.,mconan,validation
"France has been gone for a long time , we will have to retake it later because there will be no French people in not too long .",wsf,validation
Jews are only in it to have money,mconan,validation
You gotta have the same values as whites to be one.,youtube,validation
Nicola sturgeon wont put a cap on immigration really what about ur own people don't you learn anything Nicola u did offer that to ur scots,hateval,validation
MIgrants are not running away from wars.,mconan,validation
They probably have a 150 I.Q. with all three of them combined .,wsf,validation
"I also , unfortuantely , spent 7-8th grade in a 95 % monkey house .",wsf,validation
"Learning how to recite the quran is not going to bring you jobs and wealth, when the rest of the world is sending up space satellites and making super computers as well as cybernetic implants.",youtube,validation
African migrant who abused four boys in France says 'it's normal' in his country to kiss a teenager's genitals https://t.co/ageBUNFKyX,hateval,validation
@ChenGonSol @phoenixkhost @phillycustoms I can get behind the decriminalisation of drugs and better communication. However the idea that illegal immigration is not a big issue I believe is untrue. 80% of women who crosss the border illegally get raped by,hateval,validation
I think this girl is gay because of the way she dresses.,mconan,validation
This is not about Islam or Muslims. This is about Race and National Identity.,mconan,validation
Thank the Gods she has chosen to go with her own kind .,wsf,validation
Only 15 % of refugees has got a job in Germany.The rest stay in socialwelfare. This costs Germany 25 Mrd. â‚¬ a year for nothing. https://t.co/pYqPqVxkm1,hateval,validation
"Feminists just needs a little love, if you know what I mean.",mconan,validation
Muslim teachers are telling what to believe in schools.,mconan,validation
"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!",conan,validation
"The Jews control Hollywood, academia, and media.",mconan,validation
Jews rule the economy.,mconan,validation
"Of course seeing as you're one of them, you'd deny everything blindly in order to help your kind.",youtube,test
The Holocaust cannot be remembered in the present time because the alleged genocides of the 19th century did not happen in the past. This nonsense will never go away.,mconan,test
"Wow, looks like you're about to be induced on the ""fun"" game all your people are being forced into by ""peaceful"" muslim immigrants @RoyalFamily @KensingtonRoyal https://t.co/gh9R0fUfrC",hateval,test
Non white immigrants love freedom of speech to bash white men.But who was freedom of speech created by? White men ðŸ™ƒðŸ™ƒðŸ™ƒ,hateval,test
Jews just don't want equality. They want to control everything in life.,mconan,test
Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).,conan,test
I think it's unfair that they have the same rights as us without paying their taxes. That's how it works.,mconan,test
A Muslim is only allied with Allah.,conan,test
"Jewish news media, Jewish education authorities, Jewish Lawyers, Jewish CEOs, Jewish politicians. Jews control the world.",mconan,test
We are forced to economically support all of the so called 'asylum seekers',mconan,test
I thought that's what you camel jockey's said thousands of years ago.,youtube,test
Jews control the elite schools in Europe.,mconan,test
The jews did 9/11. They have the will to do anything.,mconan,test
gay men are only about sex,mconan,test
"Tucker Carson ""We need to start looking at the relationship between immigration and crime"" Yes we do thanks bro ðŸ™ŒðŸ»ðŸ’¯",hateval,test
There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,conan,test
@merdrignac I have a tweet from a Swede who quotes me our country will never be the same again after Immigration neighbour hoods set alite,hateval,test
"If you care more about ""refugees"" than your own sons and daughters, you've got some self-evaluation to do. https://t.co/yHUBQufYFf",hateval,test
Immigrants steal our jobs and our country.,mconan,test
"I wish you luck , is it any wonder Jew males lust for our White women ?",wsf,test
What’s the difference between a Cow and the Holocaust? You stop milking the cow after 70 years.,mconan,test
"""40% of Russia Army will be Muslim""",youtube,test
Refugees are coming here just to be on welfare and food stamps.,mconan,test
"White women converted to Islam are the saddest and most selfish persons that you can encounter. They praise happily Islam beliefs and become part of a sisterhood of tollerance and understanding, but they do not know the situation of women in Pakistan and other islamic states.",conan,test
People should know when they are conquered ...,youtube,test
Immigration Jihad in action. https://t.co/VuFN3DktJ7,hateval,test
Jews run our country.,mconan,test
"I remember hearing about a young muslim girl....lets not talk about ethnicity here, she was seen with a white guy who was not muslim, her father & brothers",youtube,test
Two men do not constitute a family,mconan,test
"You weather the zionist storm well , my brother .",wsf,test
The only reason the Jews are not being assimilated is because they have the upper hand in the political system.,mconan,test
"A Muslim is so oversensitive, that we cannot raise our national flag.",conan,test
In Austria the elder people in homes need 4 Euro for food daily each. Now the goverment like to reduce the benefit for refugees to 5 Euro daily. Why refugees get more money than the originated citiziens ? https://t.co/bSBvU06HXL,hateval,test
Our immigration policy is turning us into second-rate countries.,mconan,test
It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,conan,test
"when bacteria grows to a critical populous inside a petrie dish, it destroys itself and decreases.",youtube,test
Gypsies steal our cars and trucks.,mconan,test
"The Jews control the world. Their control has been demonstrated time and time again. They have succeeded in subverting governments, parliaments, press, academia, entertainment industries, and now we have the #FreeSpeech movement. They control the world.",mconan,test
We are more concerned about ZOG controlling US and Russia .,wsf,test
Their gods often had pale skin and blue eyes but I suppose literacy is n't valued highly by their cultural intelligencia .,wsf,test
Islam has been used by powerful people to impose their beliefs on the rest of the world and to create Shariah based laws for the entire planet.,mconan,test
