text,source,split
where's the line to give blowjobs for citizenship?,ImplicitHate-stg2-irony,all
no towel for him he's british of pakistan ethnicity. only towel he'll get is when arabs make him clean floors.,ImplicitHate-stg2-irony,all
"or even better, get a job and pay her bills",ImplicitHate-stg2-irony,all
"yeah, right. go find an illegal that's not on food stamps, wic, or medicaid. just one.",ImplicitHate-stg2-irony,all
poor wittle snowfwake,ImplicitHate-stg2-irony,all
"imagine thinking you're ahead of the chinese, lol.",ImplicitHate-stg2-irony,all
"i don't carei bet when he says """"allahu ackbar"""" it's pretty damn cute",ImplicitHate-stg2-irony,all
"native americans were here first, there's no denying it, and they didn't secure their borders. see what happens?",ImplicitHate-stg2-irony,all
"we need to stop terrorism. its bad!"""" your proposal is?""""only let in the based muslims!"""" o oh. okay.",ImplicitHate-stg2-irony,all
if you work hard & take responsibility - i'll give your job to a foreign worker who'll work for less #immigration #sotu,ImplicitHate-stg2-irony,all
the judge approves of invasion and aides in the harboring of fugitives. liberals are perfectly okay with it too!,ImplicitHate-stg2-irony,all
"doesn't 'e' stand for enforcement, ? won't deport illegal aliens arrested @ #dnc2012",ImplicitHate-stg2-irony,all
": kkklanneed to report illegals contact ice 1-866-dhs-2-ice""""#funnyasshell",ImplicitHate-stg2-irony,all
illegals can sue hahahawell winning your lawsuit is another matter!,ImplicitHate-stg2-irony,all
well what do they expect when any refugee that comes into europe is treated like a friggin king. give him.aslyum in prison.,ImplicitHate-stg2-irony,all
"he needs time to come up with soft, non-threatening euphemisms, so as to not offend sensitive terrorists",ImplicitHate-stg2-irony,all
"robert, i hereby dub you an honorary jew. the elders meet to discuss the world every other tuesday. don't be late.",ImplicitHate-stg2-irony,all
"if our official policy is that illegals are exempt from following the law, shouldn't citizens get a freebie?",ImplicitHate-stg2-irony,all
"lol sure you do hon, you value god so much you support daily the slaughter if his most precious gifts. save illegals & kill babies",ImplicitHate-stg2-irony,all
"bill warner, phd: the doctrine of cowards #islam via",ImplicitHate-stg2-irony,all
no burka? punishable by death! no witnesses to your rape? punishable by death! ur loyal to america? punishable by death! #noshariainamerica,ImplicitHate-stg2-irony,all
what a joke. line the money up on the border and burn it. it'll have roughly the same effect,ImplicitHate-stg2-irony,all
showing up for #immigration hearing 4hrs after giving birth to 6th child might win you amnesty - & other news h,ImplicitHate-stg2-irony,all
show me your tribal id card or self-deport out of my tl,ImplicitHate-stg2-irony,all
if you know someone in your state illegally call immediately you better head to california if your illegal right now.,ImplicitHate-stg2-irony,all
the smartest whites get denied. the future of terrorism is embraced. welcome to harvard!!,ImplicitHate-stg2-irony,all
"no shit. free groceries, medical, and a social security check you didn't contribute to? uhhhyeah #illegalbuttheyaintdumb",ImplicitHate-stg2-irony,all
"they'll be easy to spot.no, wait!",ImplicitHate-stg2-irony,all
"free food, free rent, free healthcare, every man woman and child on the face of the earth receiving free ? priceless!",ImplicitHate-stg2-irony,all
calling all illegal aliens ! flock to california to see your savior jerry brown. he will give you everything for free!,ImplicitHate-stg2-irony,all
if you want open boarders take down your doors and windows off your house and put a sign up says all are welcome & you take care of them.,ImplicitHate-stg2-irony,all
"no, he should be forced to learn about muhammed!",ImplicitHate-stg2-irony,all
"executing them would end their detention, no? just wondering if execution solves this the way it solves downs syndrome for icelanders.",ImplicitHate-stg2-irony,all
while the islamic right chops off hands and forcibly stops a book reading session of an author. that's alright?,ImplicitHate-stg2-irony,all
"if we must blame confederate flags for actions of one crazy person, it's time to blame all muslims for #chattanoogashooting #sendthemhome",ImplicitHate-stg2-irony,all
"excellent. i'm guessing no cheeseburgers, no mixed blend clothing, no divorce or attending weddings of divorced people. of course, usury is out of the question. and you only have one coat.",ImplicitHate-stg2-irony,all
why do we have an immigration policy? should just let them have a free for all and all can pay!,ImplicitHate-stg2-irony,all
"#it's so wrong, elder! we need to defund planned butcherhood! those doctors should be ashamed!",ImplicitHate-stg2-irony,all
so now we deport him for the 7th time so he can jump the fence again and kill again!,ImplicitHate-stg2-irony,all
"leaked pic of maxine @ her dr.'s office & her new license plate.honk,smile,& wave when u c her. no direct eye contact or sudden moves though",ImplicitHate-stg2-irony,all
let jihadi justin know so he can start budgeting his next 10.5 million settlement.,ImplicitHate-stg2-irony,all
once they are deported how can they repay their loans?,ImplicitHate-stg2-irony,all
we should grant him asylum in exchange for a jihadi here.,ImplicitHate-stg2-irony,all
"i'd say they should be given equal treatment, the same as every other undocumented alien. demand all you want from your government, this one doesn't belong to you. go home and blame your parents.",ImplicitHate-stg2-irony,all
"don't worry, goy, the jews will take good care of you. #truthishatespeech",ImplicitHate-stg2-irony,all
it's illegal! go get a dictionary and see the meaning! if you can't speak english get a spanish one!,ImplicitHate-stg2-irony,all
so we should just let them come here do as they please an we foot the bill ! not!,ImplicitHate-stg2-irony,all
all illegals welcome in san francisco. sleep in the streets - eat aids for breakfast,ImplicitHate-stg2-irony,all
cut cuckovich some slack. he's ragging. (it's that time of the month),ImplicitHate-stg2-irony,all
yes let's secure our borders from these terrorists! oh wait.,ImplicitHate-stg2-irony,all
translated that means throw out all current immigration laws and open the borders to the masses.,ImplicitHate-stg2-irony,all
"if it ain't brown, they'll take it down.",ImplicitHate-stg2-irony,all
"take a chapter out of merkel's book and make all white women wear a bracelet saying """"please don't sho",ImplicitHate-stg2-irony,all
"it does make me want shout on the streets hey everybody yeah! i love every one, i would probably be arrested 4 inciting a riot.",ImplicitHate-stg2-irony,all
If furries wish to identify as animals we should be allowed to hunt them.,ImplicitHate-stg2-irony,all
Dicks are basically ar-15s Only disabled kids whip em out in class,ImplicitHate-stg2-irony,all
I have a black man in my family tree He’s still hanging there,ImplicitHate-stg2-irony,all
What did the jew say to the other jew? Jew: Is something burning?,ImplicitHate-stg2-irony,all
"Why did so many blacks die in combat during Vietnam? Every time the Sergeant yelled, ""GET DOWN!"" they would get up and dance.",ImplicitHate-stg2-irony,all
What's the difference between a jew and a piece of bread? The bread still works after it's been through the toaster,ImplicitHate-stg2-irony,all
What two kinds of people are totally different but always look the same? Asians and hepatitis patients,ImplicitHate-stg2-irony,all
"I don't know why the Natives are so mad at us... I mean, we were so nice to them. We even gave them blankets!",ImplicitHate-stg2-irony,all
What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven.,ImplicitHate-stg2-irony,all
"Why was the pastor bad at slang? He took the saying, ""I feel you"" too literal.",ImplicitHate-stg2-irony,all
Why don't bookmakers take bets on the special Olympics? because they're all winners,ImplicitHate-stg2-irony,all
"I was sitting next to some really hot Thai girl on the bus today. All I could think to myself was, ""Don't get an erection, don't get an erection!"" But she did.",ImplicitHate-stg2-irony,all
"A gay guy, A black guy, and A Jew get hit by a bus They all appear in front of the gates of heaven. The Angel says. ""Welcome to Heaven!"" The three guys beg him for a second chance. The angel says,""I can only do it if you promised to give up what you love doing the most."" The three men immediately agreed to do that. Suddenly, they're on the street and the bus is passing by. They cautiously cross the street, and continue walking, until they come across a car which has an open window and a purse. The gay guy says to the black guy, ""Don't do it man, you're stronger than that!"" But he reaches in anyway. Poof! Black guy disappears. They continue walking until the Jew comes across a penny. He bends down with the gay guy behind him. Poof! Gay guy disappears.",ImplicitHate-stg2-irony,all
What's the difference between a woman and a car crash? A car crash won't kill you slowly.,ImplicitHate-stg2-irony,all
What's the best thing about being Ethiopian? You won't have to be for very long.,ImplicitHate-stg2-irony,all
What's the difference between heroin and a black person? Police care about people shooting heroin,ImplicitHate-stg2-irony,all
sluts dont have hormones they have whoremones,ImplicitHate-stg2-irony,all
What's the best thing that came out of Auschwitz? An empty train,ImplicitHate-stg2-irony,all
"So blacks are the fastest runners and whites are the best swimmers, the polar ice caps are melting, Evolution at work",ImplicitHate-stg2-irony,all
What do you call a black spider? No daddy long legs,ImplicitHate-stg2-irony,all
What do bikes and black men have in common? The chain,ImplicitHate-stg2-irony,all
"Secret Language During the holocaust the Jews had a secret language they used to speak... it went something like this, ""OH MY GOD! I'M BURNING ALIVE""",ImplicitHate-stg2-irony,all
"Aan indian was taking a dump and died. Strange, isn't it?? He didn't pay attention to the train heading towards him...",ImplicitHate-stg2-irony,all
"So I failed to get accepted at Harvard. So I worked in a coal mine for a while, and one day forgot to shower after work. I visited Harvard again then I got accepted.",ImplicitHate-stg2-irony,all
What do you call winning battle royale in China? Winner Winner Dog dinner,ImplicitHate-stg2-irony,all
What is the fastest way to get jewish guests out of your house? vacuum cleaner,ImplicitHate-stg2-irony,all
Muslims aren't terrorists They just want to die on their own terms but don't want to do it alone.,ImplicitHate-stg2-irony,all
"What did the black, blind, deaf and mute kid get for christmas? Aids.",ImplicitHate-stg2-irony,all
What would you call an Arab with a wooden leg? A sticky bomb.,ImplicitHate-stg2-irony,all
I wish my grass was emo... So it could cut itself.,ImplicitHate-stg2-irony,all
"How do you pick up black girls? You burn their village, chain them up and raise the anchors.",ImplicitHate-stg2-irony,all
How do you stop black guys from hanging out in front of your house? Cut the rope.,ImplicitHate-stg2-irony,all
"What do you say to a woman with two black eyes? Nothing, you already told her twice.",ImplicitHate-stg2-irony,all
Where do jews go when they die? Out the chimney.,ImplicitHate-stg2-irony,all
What do you call two Mexicans playing basketball? Juan on Juan,ImplicitHate-stg2-irony,all
"A black guy finds a genie in a bottle Any three wishes he had would be granted, the genie informed him. ""I wanna be rich,"" said the black guy. The back yard filled up with chests of gold coins and jewels in the blink of an eye. ""I'm no fool,"" said the black guy. ""I wanna be white."" And there he stood, white, blonde-haired and blue-eyed. ""Last but not least, I never want to work another day in my life."" And he turned black again.",ImplicitHate-stg2-irony,all
What's the difference between a black person and a bicycle? The bicycle doesn't start singing when you put chains on it.,ImplicitHate-stg2-irony,all
How do you name a jew pokémon trainer Ash,ImplicitHate-stg2-irony,all
What do jews and meat have in common? They're both better cooked,ImplicitHate-stg2-irony,all
A wife is killed after a car drives through her living room and kills her. Who's fault is it? The wife's because she should've been in the kitchen,ImplicitHate-stg2-irony,all
Finally something positive I found of the Ethiopians HIV,ImplicitHate-stg2-irony,all
"Everyone is so politically correct these days... You can't even say ""black paint!"" You have to say ""tyrone can you paint that wall please?""",ImplicitHate-stg2-irony,all
What's the difference between a black person and a chicken? One's free range,ImplicitHate-stg2-irony,all
Why is chinese the best race? They can do everything with their eyes closed.,ImplicitHate-stg2-irony,all
What's A Jew's Biggest Fear? Taking a shower.,ImplicitHate-stg2-irony,all
"What did God say when he made the first black person? Dammit, I burnt one.",ImplicitHate-stg2-irony,all
How do you stop a Jewish man from smoking? You let him out.,ImplicitHate-stg2-irony,all
Why don't Africans need help? They already have aids.,ImplicitHate-stg2-irony,all
"Why are black men good at basketball? The whole point is to run, shoot and steal. Oh and their knee grows.",ImplicitHate-stg2-irony,all
What do you get when you add 1 + 1? The average Ethiopian lifespan.,ImplicitHate-stg2-irony,all
What is the difference between Santa Claus and jews? Santa comes down the chimney.,ImplicitHate-stg2-irony,all
This joke is like a Veitnamese factory worker It makes no cents,ImplicitHate-stg2-irony,all
"Kitchen appliances salesman to the Jewish man.. ""Sir would you like a tour to the new LG oven ?""",ImplicitHate-stg2-irony,all
"How many Jews does it take to cook a dinner? Two. One in the fire, one above the fire.",ImplicitHate-stg2-irony,all
How long does it take a black woman to take a dump? 9 months,ImplicitHate-stg2-irony,all
Whats the difference between a blonde and an elevator? You dont even have to press a button for her to open up.,ImplicitHate-stg2-irony,all
Have you ever had Ethiopian cuisine? Neither have they.,ImplicitHate-stg2-irony,all
What do you call a burnt chicken nugget? A nigget,ImplicitHate-stg2-irony,all
I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.,ImplicitHate-stg2-irony,all
"What is the difference between the highway at rush hour and the line at KFC? Nothing, they are both black and dangerous to cut through",ImplicitHate-stg2-irony,all
My girlfriend broke up with me for stealing her wheelchair I know she'll come crawling back eventually,ImplicitHate-stg2-irony,all
what did the black kid get his friend for his birthday? my bike.,ImplicitHate-stg2-irony,all
What do you call a Muslim emperor? Napoleon Blownaparte,ImplicitHate-stg2-irony,all
Why do black people only have nightmares? Because we killed the only one with a dream,ImplicitHate-stg2-irony,all
I don’t think I’m racist I love black people I think every family should have one,ImplicitHate-stg2-irony,all
What do you call a fight between a mexican and a child molester? Alien vs Predator,ImplicitHate-stg2-irony,all
Where do people in China buy their groceries? Pets at Home.,ImplicitHate-stg2-irony,all
How does a black guy Send mail? With food stamps,ImplicitHate-stg2-irony,all
Africa is really boring during Halloween Everyone's a skeleton,ImplicitHate-stg2-irony,all
"Since Harriet tubman is on the 20 dollar bill now, is it worth 3/5 of a 20 now?",ImplicitHate-stg2-irony,all
What do you call a white girl who’s faster than her brothers? A redneck virgin,ImplicitHate-stg2-irony,all
I have blue eyes. I got them from my dad. My mum has black eyes. She also got them from my dad.,ImplicitHate-stg2-irony,all
What's the difference between a black man and a pizza? A pizza can feed a family of four,ImplicitHate-stg2-irony,all
Where are Jews most found? In the atmosphere.,ImplicitHate-stg2-irony,all
What do you call a picture of smoke? A Jewish family photo,ImplicitHate-stg2-irony,all
Why do black rappers always wear jewelry? The chains remind them of were they came from.,ImplicitHate-stg2-irony,all
What’s the difference between science and religion? Science will fly you to mars. Religion will fly you into a skyscraper,ImplicitHate-stg2-irony,all
whats a gay guys favorite restaurant? five guys,ImplicitHate-stg2-irony,all
What’s the difference between black people and communism? People thought communism could work.,ImplicitHate-stg2-irony,all
Why are all women left handed? Because they don't have rights.,ImplicitHate-stg2-irony,all
Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,ImplicitHate-stg2-irony,all
Why don't Asians like Monopoly? They can't buy any of the corners to turn into a shop.,ImplicitHate-stg2-irony,all
What’s the best part of being a doctor? Vegetables don’t need to give consent.,ImplicitHate-stg2-irony,all
"Why does Beyoncé always sing ""To the left, to the left"" Because black people have no rights.",ImplicitHate-stg2-irony,all
What's a 1000 meters long and has an IQ of 68? A black lives matter parade.,ImplicitHate-stg2-irony,all
I had some “Muslim Fried Chicken” the other day. It was exploding with flavour.,ImplicitHate-stg2-irony,all
"I painted my computer black hoping it’d run faster, but now it doesn’t work.",ImplicitHate-stg2-irony,all
How do you know if a black girl is pregnant? The cotton is picked off the tampon,ImplicitHate-stg2-irony,all
"A black guy and Mexican were in a car, Who is driving? The Cop",ImplicitHate-stg2-irony,all
What do you call a white guy surrounded by a thousand black guys? A warden,ImplicitHate-stg2-irony,all
What's the difference between a feminist and a knife? A knife has a point.,ImplicitHate-stg2-irony,all
Hitler just suck at running He cant even finish a race,ImplicitHate-stg2-irony,all
What do you get when throw a Molotov cocktail into a gay pride parade? An LGBTQBBQ,ImplicitHate-stg2-irony,all
Well today in school i farted infront of my Jewish friend And when he looked at me i said sorry Its a little gas it wont kill anybody,ImplicitHate-stg2-irony,all
What’s blue and white and red all over? A cop at a BLM rally.,ImplicitHate-stg2-irony,all
Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.,ImplicitHate-stg2-irony,all
A black man walks into a bar with a parrot on his shoulder. Bar tender goes he man that's neat where did you get that? The parrot says Africa there all over the fucking place!,ImplicitHate-stg2-irony,all
What do White people get in return for letting Blacks have Black heritage month? Father's Day,ImplicitHate-stg2-irony,all
Why do white people have such a pleasant scent? So blind people can distinguish them from animals too.,ImplicitHate-stg2-irony,all
How do you call a car thief that can't drive? A black woman.,ImplicitHate-stg2-irony,all
What do you call it when you throw a Molotov cocktail into the special-ed room? Hot potato,ImplicitHate-stg2-irony,all
What do you call a black person on top of a church? Holy shit,ImplicitHate-stg2-irony,all
What's the difference between black dad's and boomerangs Boomerangs are expensive,ImplicitHate-stg2-irony,all
Boomerangs are like dads... The black ones don't come back.,ImplicitHate-stg2-irony,all
Why did I get a white car? So it would actually work!,ImplicitHate-stg2-irony,all
You know the only good thing about being a Jewish chimney sweeper in Auschwitz? You get to have all your family and friends around you.,ImplicitHate-stg2-irony,all
Gay Muslims are the horniest. They blow the entire neighborhood.,ImplicitHate-stg2-irony,all
What do blacks and this thread have in common? Both are gonna get locked up,ImplicitHate-stg2-irony,all
"Blacks are a lot like apples After all, it's just natural for them to hang from trees",ImplicitHate-stg2-irony,all
Why are jews ok with holocaust jokes? Because they're used to being roasted,ImplicitHate-stg2-irony,all
What's the difference between a dog and a pizza? One can feed a family of four Asian people.,ImplicitHate-stg2-irony,all
"A white man and a black man play hide and seek at night. Who has the advantage? The white man, as the cops are on his side.",ImplicitHate-stg2-irony,all
How do you get 20 jews in the back seat of a Volkswagen? Toss a $50 in the back seat,ImplicitHate-stg2-irony,all
Why are black people so fast? The slow ones are in the prison.,ImplicitHate-stg2-irony,all
How come there aren't any Mexicans in Star Trek? They don't work in the future either.,ImplicitHate-stg2-irony,all
My sense of humour is so dark It pays child support,ImplicitHate-stg2-irony,all
What do you call a black guy with half a brain? Gifted,ImplicitHate-stg2-irony,all
"Do you want to know how a depressed person can beat depression quick? Just give them a chair and a rope, the depression will be gone in a matter of minutes!",ImplicitHate-stg2-irony,all
What do Muslims have in common with Darth Vader? They both offer you to come to the dark side before killing you,ImplicitHate-stg2-irony,all
What does a black guy and a basketball have in common? They both get shot,ImplicitHate-stg2-irony,all
What do you call a bunch of Muslim superheroes? Suicide squad,ImplicitHate-stg2-irony,all
What do you call the citizens of Hiroshima? Fried Rice,ImplicitHate-stg2-irony,all
Why don't blacks celebrate Thanksgiving? Because KFC is not open on holidays!,ImplicitHate-stg2-irony,all
What are the advantages of being blacc? You can attend a funeral naked...,ImplicitHate-stg2-irony,all
"What have parents and pizzas in common? When they're black, there's no food.",ImplicitHate-stg2-irony,all
What’s the same about a black person and a school? They both get shot up by white people.,ImplicitHate-stg2-irony,all
What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,ImplicitHate-stg2-irony,all
What do you get when you put a gay Canadian flight attendant in the same room as a monkey? An aids epidemic.,ImplicitHate-stg2-irony,all
What does a redneck girl say when she meets her first lover? Hi dad!,ImplicitHate-stg2-irony,all
How dark is my humour? It picks cotton.,ImplicitHate-stg2-irony,all
"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",ImplicitHate-stg2-irony,all
"a jew and a black are about to get shot, who dies first the jew had coins as body armor while the black dude had child support papers to protect himself",ImplicitHate-stg2-irony,all
I asked a Jewish girl for her number.. And she rolled up her sleeve,ImplicitHate-stg2-irony,all
"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his second coming.",ImplicitHate-stg2-irony,all
My humour is so dark that cops are beating it,ImplicitHate-stg2-irony,all
Why don't Africans play on Minecraft servers? They're on the blacklist,ImplicitHate-stg2-irony,all
What is the only football team a black person can join? The stealers.,ImplicitHate-stg2-irony,all
What’s the difference between a black man and park bench? A park bench can support a family of 4,ImplicitHate-stg2-irony,all
"Why do black people like basketball? Because they can shoot, steal and drive.",ImplicitHate-stg2-irony,all
Did you hear about the two car pile up in Mexico? 200 Mexicans died.,ImplicitHate-stg2-irony,all
"“I think a lot, but I don’t say much.” ~ Anne Frank But lately she’s been proven to have not said anything for almost a century",ImplicitHate-stg2-irony,all
Japanese people are bad pilots They always crash into ships,ImplicitHate-stg2-irony,all
What do brick sidewalks and fat women have in common They both get laid by mexicans,ImplicitHate-stg2-irony,all
what do you call a jew that jumps out of a plane a falling star,ImplicitHate-stg2-irony,all
If a woman is in a forest and there is no one around to hear her. Is she still wrong?,ImplicitHate-stg2-irony,all
What happens when God lowers the graphics and increases the difficulty ? We all turn black.,ImplicitHate-stg2-irony,all
"Don’t bully people with obesity! I’m being serious guys, they already have enough on their pl8!",ImplicitHate-stg2-irony,all
What did the black girl get after having an abortion? $500 from crime stoppers,ImplicitHate-stg2-irony,all
Whats the best part of an ISIS joke? The Execution,ImplicitHate-stg2-irony,all
What does black Fred Flintstone say? I yabba dabba dindu nuthin,ImplicitHate-stg2-irony,all
"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included""",ImplicitHate-stg2-irony,all
Which Magic Wand can only make Men disappear? Pregnancy Test Sticks,ImplicitHate-stg2-irony,all
Why are the dogs in china really fast? the slow ones were eaten,ImplicitHate-stg2-irony,all
How dark is my humor Dark enough to get six warning shots in the back,ImplicitHate-stg2-irony,all
What's the difference between a black person and a couch? The couch can support a family,ImplicitHate-stg2-irony,all
How does a Mexican family take a photo together? They get in the back of a truck and run a red light.,ImplicitHate-stg2-irony,all
Why is all medicine white? Blacks don't work,ImplicitHate-stg2-irony,all
Wanna hear a joke? Black Lives Matter,ImplicitHate-stg2-irony,all
Whats a word that begins with N ends in R and you should never call a black person? Neighbor,ImplicitHate-stg2-irony,all
What Do You Call It When An Ethiopian Baby Cries? A mid-life crisis,ImplicitHate-stg2-irony,all
"How do you always win an argument against a black person? Call him ""Dad"" and he'll run away.",ImplicitHate-stg2-irony,all
Why are black fathers and Shaq's free throw attempts the same? They're always missing.,ImplicitHate-stg2-irony,all
What’s the most common fish in the Mediterranean Sea? The Syrian refugee,ImplicitHate-stg2-irony,all
Name one positive about Africa. The HIV Tests.,ImplicitHate-stg2-irony,all
What do you do when you see a black guy on stage? You raise your hand to bid on him.,ImplicitHate-stg2-irony,all
What’s the difference between Harry Potter and the Jews? Harry was looking for the chamber,ImplicitHate-stg2-irony,all
What do you call four Mexicans in quick sand? Quattro sinko,ImplicitHate-stg2-irony,all
I reported a video on YouTube for animal abuse My report got rejected; it was footage of a black man being beaten,ImplicitHate-stg2-irony,all
What's a Jew's favorite book? Gone with the wind.,ImplicitHate-stg2-irony,all
"Why are your mom jokes not your dad jokes? Because the creator of the first ""your mom"" joke was black",ImplicitHate-stg2-irony,all
The reason I date a black girl So I don't have to meet her dad,ImplicitHate-stg2-irony,all
What do you call an educated woman? Intellectual property,ImplicitHate-stg2-irony,all
a black man with a parrot enters a bar the bartender asks where did you get it africa answers the parrot,ImplicitHate-stg2-irony,all
What's Hitler's favorite time of the year Gas season,ImplicitHate-stg2-irony,all
What do apples and black people both have in common? They both hang from trees,ImplicitHate-stg2-irony,all
What's the difference between heroine and a black person? I think twice about shooting heroin.,ImplicitHate-stg2-irony,all
Where could you find a quadriplegic? Where you left him.,ImplicitHate-stg2-irony,all
Yall need to chill. Racism is a crime. And crime is for black people,ImplicitHate-stg2-irony,all
What happens when you roast the quiet Asian kid? Your pet goes missing.,ImplicitHate-stg2-irony,all
"I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”",ImplicitHate-stg2-irony,all
How was the Grand Canyon created? A jew dropped a penny in a mole-hole,ImplicitHate-stg2-irony,all
Muslim kids... They blow up so fast.,ImplicitHate-stg2-irony,all
If only Africa had more mosquito nets If only Africa had more mosquito nets then every year we could save millions of mosquitoes from dying needlessly from AIDs.,ImplicitHate-stg2-irony,all
How do you stop black kids from jumping on the bed? Put Velcro on the ceiling,ImplicitHate-stg2-irony,all
What's one thing you never say to a school shooter Think of the children,ImplicitHate-stg2-irony,all
How do you get a black man out of a tree? Cut the rope.,ImplicitHate-stg2-irony,all
"Helen Keller walked into a bar and then a chair, and then a table",ImplicitHate-stg2-irony,all
Why do sumo wrestlers shave their legs? So that people don't confuse them for feminists.,ImplicitHate-stg2-irony,all
What's the difference between a black slave and a black surfer? One hangs high and the other hangs loose.,ImplicitHate-stg2-irony,all
"Why did Beyonce say ""to the left,to the left""? Because black people have no rights.",ImplicitHate-stg2-irony,all
Guys I have a question: when a gay couple gets married Who makes the sandwiches?,ImplicitHate-stg2-irony,all
Heard this from a 12 year old: 'Whats the difference between black people and apples?' I like apples,ImplicitHate-stg2-irony,all
"Friend: how dark is your humor? Me: If you whip it enough, it will start picking cotton.",ImplicitHate-stg2-irony,all
What do you say to a black guy in a three piece suit? Will the defendant please rise,ImplicitHate-stg2-irony,all
how do you call a black man you call his cell number,ImplicitHate-stg2-irony,all
What is an Ethiopian's favorite videogame? Don't Starve,ImplicitHate-stg2-irony,all
How do you get 11 million followers? Run through Africa with a bottle of water.,ImplicitHate-stg2-irony,all
Wanna hear my favorite oximoron? Black people.,ImplicitHate-stg2-irony,all
What do you call it when a black person hides from a cop at night? Good use of camouflage.,ImplicitHate-stg2-irony,all
What does a black woman receive when she has an abortion? A thank you letter from welfare.,ImplicitHate-stg2-irony,all
What's the one good thing about black people? They provide jobs for the prison guards,ImplicitHate-stg2-irony,all
"I'm not racist racism is a crime, and crime is for black people.",ImplicitHate-stg2-irony,all
What do you call a black person with rights? Nonexistent,ImplicitHate-stg2-irony,all
Why do black people turn left? Because they don't have rights.,ImplicitHate-stg2-irony,all
What's the only time you wink at a black person ? When you're aiming.,ImplicitHate-stg2-irony,all
How do you track a Cherokee. Follow the tears.,ImplicitHate-stg2-irony,all
Did they try turning Stephen Hawking off and on again?,ImplicitHate-stg2-irony,all
"Today, I bought a Rolex from a black guy for a bargain. I would even say it was almost a steal.",ImplicitHate-stg2-irony,all
"What's black, white and rolls around on the beach? A black man and a seagull fighting over a chip.",ImplicitHate-stg2-irony,all
What's the difference between Batman and a black man? Batman can go out at might without robin.,ImplicitHate-stg2-irony,all
What do we call marijuana addicts? Mexicans.,ImplicitHate-stg2-irony,all
What part of a vegetable cant you eat? The wheelchair,ImplicitHate-stg2-irony,all
A Muslim man said “Allah Akbar” But I thought he was sneezing so I said “god bless you” and I was blown away by his reaction.,ImplicitHate-stg2-irony,all
Homeless Where do Western Hobo's go for food? Food shelter Where do Asian Hobo's go for food? Dog shelters,ImplicitHate-stg2-irony,all
How black mothers keep their children from biting their nails? they make them wear shoes,ImplicitHate-stg2-irony,all
What do you call 1 black person on the moon? A problem What do you call 2 black people on the moon? A problem What do you call the entire population of black people on the moon? Problem solved!,ImplicitHate-stg2-irony,all
How do you start an african rave? Staple toast to the ceiling.,ImplicitHate-stg2-irony,all
"Special ed classes are superior to the rest in, at least, one thing Chromosome average",ImplicitHate-stg2-irony,all
How do you make a baby explode You convert it to islam,ImplicitHate-stg2-irony,all
There was this great German Hotel that closed down in 1945. It gave free food and free hairdo's. It was called Aushwitz.,ImplicitHate-stg2-irony,all
"Why do epileptics bexome atheists in December? Because they found out that ""Jesus is the reason for the seizin'""",ImplicitHate-stg2-irony,all
What should you never give a dyslexic person for breakfast? Alpha-bits,ImplicitHate-stg2-irony,all
"What do you call a black man that has eight arms? I don't know, but it picks cotton really fast!",ImplicitHate-stg2-irony,all
I painted my computer black to make it run faster It shot me,ImplicitHate-stg2-irony,all
Women deserve equal rights. And Other Hilarious Jokes You Can Tell Yourself,ImplicitHate-stg2-irony,all
What’s the difference between a Jew and a bullet? Only one escapes the chamber.,ImplicitHate-stg2-irony,all
"I think its wrong to refer to a negro as ""boy"" That implies they are people.",ImplicitHate-stg2-irony,all
"Teeth are like people All want to be white, most are yellow and the black ones don't work",ImplicitHate-stg2-irony,all
"Criminals are like just normal, regular people... ... But with darker skin.",ImplicitHate-stg2-irony,all
Why was six afraid on seven? Because seven is black,ImplicitHate-stg2-irony,all
Why shouldn't men hit their wives ? When you damage your property it loses value.,ImplicitHate-stg2-irony,all
"my african friend asked me if he could ask for bob and vegene i told him ""u better ask for food""",ImplicitHate-stg2-irony,all
what did the african kid get for christmas aids,ImplicitHate-stg2-irony,all
"What's the difference between homeless people and rats? Nothing, they both are infestations to big cities",ImplicitHate-stg2-irony,all
"Why is Mexico so bad at the Olympics? Because every mexican that can run, jump and climb is allready on the U.S.A",ImplicitHate-stg2-irony,all
Black people are like mitochondria They're the powerhouse of the cell,ImplicitHate-stg2-irony,all
I studied zoology It helped me better understand black people and their behavior,ImplicitHate-stg2-irony,all
why do jews get circumcised ? jewish women wo n't touch anything that is n't <number> off .,ImplicitHate-stg2-irony,all
"what is a muslim 's favourite band ? the taliband , their performances always blows the audience away",ImplicitHate-stg2-irony,all
how do you prevent black people from stealing your stuff ? hide it at the bottom of the pool,ImplicitHate-stg2-irony,all
