text,split,source
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",train,iSarcasmEval
As if I didn't know this anyway! I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg,train,iSarcasmEval
i would kill a man for a forehead kiss rn,train,iSarcasmEval
Mental shoot out ends. Silent pause. Sirens start 🚨 Always so perfectly timed 🚔🚓👍🏽 #LineOfDuty #LineofDuty6 #LOD6 #LOD,train,iSarcasmEval
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,train,iSarcasmEval
everyone pls stop shooting fireworks my dog is scared :(,train,iSarcasmEval
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,train,iSarcasmEval
@tedcruz @Dream worst timeline,train,iSarcasmEval
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,train,iSarcasmEval
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)"" the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",train,iSarcasmEval
i went outside today and suddenly my depression is cured,train,iSarcasmEval
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,train,iSarcasmEval
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,train,iSarcasmEval
"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",train,iSarcasmEval
My dream is to be left alone.,train,iSarcasmEval
@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,train,iSarcasmEval
@BorisJohnson @MattHancock Oh really?,train,iSarcasmEval
we happy!!!!!!!!!!,train,iSarcasmEval
"first day of work, and i’ve already cried on the job 👍",train,iSarcasmEval
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,train,iSarcasmEval
"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell. Oh wait.",train,iSarcasmEval
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,train,iSarcasmEval
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day. how do you think i am 💀",train,iSarcasmEval
apparently it’s national siblings day? idgaf 💀,train,iSarcasmEval
Worked out 2 days in a row. I am quite literally the epitome of health and fitness,train,iSarcasmEval
yes i have little interest in doing things that applies to me,train,iSarcasmEval
If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,train,iSarcasmEval
"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",train,iSarcasmEval
"@DylanPetit17 @jaredj5 Let's listen to Dylan Petit over actually doctors, biologists and epidemiologists. 🙄",train,iSarcasmEval
Don't let people walk all over you. Or breathe on you. Either one.,train,iSarcasmEval
Kepa had a great game,train,iSarcasmEval
I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,train,iSarcasmEval
"@Moffstovoi Well done! With the better coaching now available, can we expect a decent wee victory tomorrow? 😅",train,iSarcasmEval
@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,train,iSarcasmEval
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",train,iSarcasmEval
does ur dad hate you for no reason or are you normal?,train,iSarcasmEval
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,train,iSarcasmEval
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,train,iSarcasmEval
Hot dog eating contest as a form of assisted suicide,train,iSarcasmEval
Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,train,iSarcasmEval
it'd be nice if missguided actually had stock for once🙂🙂🙂,train,iSarcasmEval
first game not starting when it's supposed to? a UCF tradition,train,iSarcasmEval
Having a bad week but what else is new!! At least I finally got paid 💕😭,train,iSarcasmEval
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,train,iSarcasmEval
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,train,iSarcasmEval
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,train,iSarcasmEval
"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",train,iSarcasmEval
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),train,iSarcasmEval
everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,train,iSarcasmEval
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,train,iSarcasmEval
every date I go on I get a little scared will be phone swap,train,iSarcasmEval
Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,train,iSarcasmEval
Blatantly obvious that Lionel Messi is now set for a move to Leeds. The Newell’s old boys network.,train,iSarcasmEval
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids. Damn it, skin! What did I ever do to you?!?!",train,iSarcasmEval
"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",train,iSarcasmEval
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,train,iSarcasmEval
was not aware that Crocs were appropriate business casual attire.,train,iSarcasmEval
On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album? This is for research purposes.,train,iSarcasmEval
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",train,iSarcasmEval
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,train,iSarcasmEval
Replace Pelosi #Nancy,train,iSarcasmEval
"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",train,iSarcasmEval
@SrutisJay one of them smonks weed so it's super worth it /s,train,iSarcasmEval
@Dancruz07 Sureeeeeee you do,train,iSarcasmEval
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",train,iSarcasmEval
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,train,iSarcasmEval
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",train,iSarcasmEval
i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,train,iSarcasmEval
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,train,iSarcasmEval
"ah yes, of the course the summer rain pours when im on foot.",train,iSarcasmEval
Keanu reeves is killing his role in ozark season 3,train,iSarcasmEval
getting stopped by tesco security is the highlight of my day,train,iSarcasmEval
Yay for being locked out of your own house because you forgot your key,train,iSarcasmEval
craving an ice pick lobotomy on this Friday afternoon,train,iSarcasmEval
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,train,iSarcasmEval
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,train,iSarcasmEval
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,train,iSarcasmEval
"@traves whoa! that's a little too crazy man, slow down",train,iSarcasmEval
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",train,iSarcasmEval
"No joke, air-fried Twisted Teas are THE BEST.",train,iSarcasmEval
"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture. It’s almost like…. our culture is toxic 🤔",train,iSarcasmEval
It would be nice if my body would let me sleep...,train,iSarcasmEval
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",train,iSarcasmEval
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie boggles me. Does nobody have any memories of Grease??? Name 1 actor on that film who believably looked high school age!,train,iSarcasmEval
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,train,iSarcasmEval
the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,train,iSarcasmEval
Love a good cry 👌🏻,train,iSarcasmEval
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,train,iSarcasmEval
"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",train,iSarcasmEval
it's too bad i forgot how to play my clarinet so close to my recital,train,iSarcasmEval
but clinton's emails! oh. emm. fucking. gee. clinton's god damnèd emails. the humanity of it all. 🤮 https://t.co/cibY5Tn9s6,train,iSarcasmEval
@goldfishbabe101 crispy all day every day over here ✌🏻,train,iSarcasmEval
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,train,iSarcasmEval
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,train,iSarcasmEval
Synthwave communities really love pessimism don't they haha Any upbeat energy and people get upset at ya,train,iSarcasmEval
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,train,iSarcasmEval
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",train,iSarcasmEval
It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,train,iSarcasmEval
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,train,iSarcasmEval
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in. No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,train,iSarcasmEval
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,train,iSarcasmEval
also that jacket he wore yesterday i’m gonna rip my eyes out :/,train,iSarcasmEval
"@kagune_kun despicable tweet, my liege",train,iSarcasmEval
Lovely day to be stuck at the mall with a dead battery.,train,iSarcasmEval
"So now that it's not getting banned, should I download TikTok?",train,iSarcasmEval
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",train,iSarcasmEval
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,train,iSarcasmEval
somebody tell these birds to be quiet because they not listening to me,train,iSarcasmEval
this bruh rly told me “Ur anger issues are my playground🥰” so uhh hmu if u wana be friends bc i need new ones k thx(:,train,iSarcasmEval
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,train,iSarcasmEval
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,train,iSarcasmEval
"Are GoFundMe accounts a form of socialism? I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",train,iSarcasmEval
not to alarm anyone but i just saw spider-man by uta,train,iSarcasmEval
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,train,iSarcasmEval
Omg thank u for pointing out that I apologize too much 🙏,train,iSarcasmEval
Imagine not liking football 🤣,train,iSarcasmEval
@catboychika Aren't you happy I gave you less competition for ranking,train,iSarcasmEval
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",train,iSarcasmEval
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",train,iSarcasmEval
"Yay - snow day, I can work from home - oh wait....",train,iSarcasmEval
"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",train,iSarcasmEval
You’re all sickos for being mean to Trump so much for the tolerant left 🙄 anyways George Floyd had it coming,train,iSarcasmEval
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,train,iSarcasmEval
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,train,iSarcasmEval
i hate it here ❤️❤️❤️❤️❤️,train,iSarcasmEval
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",train,iSarcasmEval
Love it wen people try and stop my friends seeing me! Looooolll.,train,iSarcasmEval
2 x sand eating toddlers for sale. No previous owners. DM for details x,train,iSarcasmEval
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",train,iSarcasmEval
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,train,iSarcasmEval
"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",train,iSarcasmEval
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,train,iSarcasmEval
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,train,iSarcasmEval
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,train,iSarcasmEval
Anyone else hear some like thunder or something?,train,iSarcasmEval
why is the weather having a mid life crisis,train,iSarcasmEval
Roses are Red Violets are Blue My first love was Championship Manager Tommy Svindal Larsen and Kennedy Bakircioglu #HappyValentinesDay,train,iSarcasmEval
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,train,iSarcasmEval
Cheers @ASOS delivery lady for dropping my parcel off covered in coffee 😒👌🏼 https://t.co/UzY4gJS9DE,train,iSarcasmEval
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",train,iSarcasmEval
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,train,iSarcasmEval
"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",train,iSarcasmEval
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?",train,iSarcasmEval
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like... ...for reasons, this is aimed at nobody.",train,iSarcasmEval
you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,train,iSarcasmEval
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,train,iSarcasmEval
Always glad to live in Kent 🙈🙈,train,iSarcasmEval
This is awkward... @hollywills is a Diet Coke ambassador 🤯. #ThisMorning,train,iSarcasmEval
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",train,iSarcasmEval
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,train,iSarcasmEval
Just disposed of a dead opossum. Good morning!,train,iSarcasmEval
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",train,iSarcasmEval
i hope u sleep maybe forever maybe not lol,train,iSarcasmEval
I can't wait to name my children after things I will never have. My daughter will be Hope. My son will be PS5 because that shit is expensive.,train,iSarcasmEval
it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,train,iSarcasmEval
who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,train,iSarcasmEval
where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,train,iSarcasmEval
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",train,iSarcasmEval
We get it ESPN. Sawx and Yanks. Let's go meteor.,train,iSarcasmEval
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",train,iSarcasmEval
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,train,iSarcasmEval
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",train,iSarcasmEval
@cassieecote413 you can copy mine,train,iSarcasmEval
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",train,iSarcasmEval
First day of school and spectrum internet has already shit itself. Amazing,train,iSarcasmEval
alllllll nighter. woohoo,train,iSarcasmEval
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",train,iSarcasmEval
Every time I see an establishment with paper straws I turn a little bit Republican,train,iSarcasmEval
Love that someone broke into my car this morning,train,iSarcasmEval
I hate you so much @Eagles,train,iSarcasmEval
So weird how Venmo hasn’t venmoed me yet really thought I was the one,train,iSarcasmEval
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,train,iSarcasmEval
Joey the genius! I wish i was as brainy as him #towie,train,iSarcasmEval
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,train,iSarcasmEval
imagine being able to sleep haha can’t relate,train,iSarcasmEval
only have to physically be in uni for an hour a week looool mmmm take my 9k xxxxx,train,iSarcasmEval
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,train,iSarcasmEval
Just gotta realize no ones interested in what I have to say 👌,train,iSarcasmEval
nothing quite says hello 2020 like hypothermia 🥳,train,iSarcasmEval
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,train,iSarcasmEval
"our lord and savior, frank ocean, has saved us all once again.",train,iSarcasmEval
i stg i probably talk to my tv more than i do to actual people whoops rip social life,train,iSarcasmEval
Will pessi sign for man city,train,iSarcasmEval
Life is about eating chicken finger and getting drunk,train,iSarcasmEval
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,train,iSarcasmEval
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,train,iSarcasmEval
my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,train,iSarcasmEval
Death by Zara fitting room,train,iSarcasmEval
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,train,iSarcasmEval
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",train,iSarcasmEval
can't wait to cop tickets to see the cracker quartet,train,iSarcasmEval
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,train,iSarcasmEval
employer: so what are your strengths me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m,train,iSarcasmEval
Who's ready for monsoon storms allllll weekend?!?!,train,iSarcasmEval
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,train,iSarcasmEval
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",train,iSarcasmEval
Well. That went well. #BelgianGP,train,iSarcasmEval
love waking up in a panic 🥴🥴,train,iSarcasmEval
"Oh boy, a song I'm gonna play on repeat until it makes me physically ill to hear it! Thanks FOB",train,iSarcasmEval
don’t make me rewatch panic 🤨,train,iSarcasmEval
pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,train,iSarcasmEval
"hello to all three of my followers, this is my big return to twitter",train,iSarcasmEval
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,train,iSarcasmEval
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,train,iSarcasmEval
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,train,iSarcasmEval
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",train,iSarcasmEval
Mine and @livlawrencex snapchats are just stunning👌,train,iSarcasmEval
They should just put a wall around the pitch to stop the ball going out,train,iSarcasmEval
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",train,iSarcasmEval
never drinking again,train,iSarcasmEval
I reckon I could have put that in the net Morelos sir,train,iSarcasmEval
what a great day to be stuck inside 🙃,train,iSarcasmEval
Happy birthday to me!! I’m 30! 😭,train,iSarcasmEval
Every time you complain about neopronouns or xenogenders we add five more,train,iSarcasmEval
naming my son onickolas in honor of my love for @NICKIMINAJ,train,iSarcasmEval
Enjoy the bars and vineyards✌🏻 Make sure to send postcards to the people dying in your local hospitals. I’m sure they’ll be glad you’re not bored anymore,train,iSarcasmEval
@jabadgo @Nibellion Don’t run it on a school-provided laptop,train,iSarcasmEval
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,train,iSarcasmEval
thinking about how no one is obsessed with me 💔,train,iSarcasmEval
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",train,iSarcasmEval
It was the jerseys,train,iSarcasmEval
"Sooo... @adamlevine was that ""Nice!"" and double fist pump for the show or @shakira s ass that you were checking out? @NBCTheVoice",train,iSarcasmEval
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,train,iSarcasmEval
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,train,iSarcasmEval
if jesus was resurrected again i would vote for him,train,iSarcasmEval
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",train,iSarcasmEval
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",train,iSarcasmEval
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",train,iSarcasmEval
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,train,iSarcasmEval
cant wait to dance with harry styles and the delta variant at their concert in november!!,train,iSarcasmEval
really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,train,iSarcasmEval
It’s “let’s see how many crumbs I can find in scarf” szn.,train,iSarcasmEval
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀",train,iSarcasmEval
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",train,iSarcasmEval
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",train,iSarcasmEval
The most 2020 quote of the year: Me: we should go to the Van Gogh Museum! Little Brother: is that the donny with one ear?,train,iSarcasmEval
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,train,iSarcasmEval
Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran. Nothing against him but he just doesn't inspire me to watch football. #Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq,train,iSarcasmEval
I love when I learn about stuff I've apparently done and said from people😂,train,iSarcasmEval
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,train,iSarcasmEval
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,train,iSarcasmEval
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,train,iSarcasmEval
"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",train,iSarcasmEval
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,train,iSarcasmEval
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,train,iSarcasmEval
"""Should I wear my lime green pants?"" dad its 4th of july...",train,iSarcasmEval
How does one find motivation to do basically anything? Asking for a friend.,train,iSarcasmEval
Sick of being healthy already pissing like a racehorse !! Keep Well hydrated Han 4th litre of water 💧💦,train,iSarcasmEval
James Harden is allowed to travel every time he drives apparently,train,iSarcasmEval
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,train,iSarcasmEval
do i like him or is his hair just curly??,train,iSarcasmEval
“You’re never going to have a white boyfriend are you Jess” Nah don’t think so Mum,train,iSarcasmEval
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,train,iSarcasmEval
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,train,iSarcasmEval
Most people have security cameras for protection. Ours acts as a DVR,train,iSarcasmEval
Is there a zombie apocalypse going on upper street,train,iSarcasmEval
💫jsc bonding nights💫🥰🥳,train,iSarcasmEval
tiktok's full name is tictactoetok,train,iSarcasmEval
you ever completely embarrass yourself on zoom and decide to drop out of college?,train,iSarcasmEval
thats it im packing my things and moving to italy see u all in a month xo,train,iSarcasmEval
@kashirenaii i would never go to six flags with u,train,iSarcasmEval
next person that puts beomsil on my tl has to deal w me crying on the floor,train,iSarcasmEval
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,train,iSarcasmEval
just met the love of my life don't text,train,iSarcasmEval
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,train,iSarcasmEval
"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",train,iSarcasmEval
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,train,iSarcasmEval
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",train,iSarcasmEval
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,train,iSarcasmEval
Good morning September... Hello tonsillitis :(,train,iSarcasmEval
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,train,iSarcasmEval
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",train,iSarcasmEval
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,train,iSarcasmEval
Just saw a cop riding a segway?!! So glad my taxes paid for that.,train,iSarcasmEval
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,train,iSarcasmEval
"""I can't wait to be a piece of shit with a bachelors degree""",train,iSarcasmEval
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,train,iSarcasmEval
@RealCandaceO Ok so when does the anger and bitterness start? Just so I can prepare properly…,train,iSarcasmEval
"I'm so glad the clocks just went back, I have this whole extra hour of insomnia to play with.",train,iSarcasmEval
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",train,iSarcasmEval
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,train,iSarcasmEval
